84003	2003	APRN	9
84006	2003	APRN	1
84010	2003	APRN	11
84014	2003	APRN	1
84015	2003	APRN	1
84020	2003	APRN	4
84025	2003	APRN	1
84026	2003	APRN	1
84029	2003	APRN	1
84032	2003	APRN	7
84037	2003	APRN	1
84040	2003	APRN	6
84041	2003	APRN	10
84043	2003	APRN	1
84044	2003	APRN	2
84047	2003	APRN	6
84048	2003	APRN	1
84052	2003	APRN	1
84054	2003	APRN	1
84057	2003	APRN	6
84058	2003	APRN	3
84060	2003	APRN	6
84062	2003	APRN	6
84064	2003	APRN	1
84065	2003	APRN	5
84066	2003	APRN	2
84067	2003	APRN	2
84068	2003	APRN	1
84070	2003	APRN	1
84074	2003	APRN	5
84075	2003	APRN	1
84078	2003	APRN	4
84083	2003	APRN	1
84084	2003	APRN	2
84088	2003	APRN	15
84089	2003	APRN	1
84091	2003	APRN	1
84092	2003	APRN	1
84093	2003	APRN	4
84094	2003	APRN	6
84095	2003	APRN	3
84097	2003	APRN	1
84098	2003	APRN	5
84100	2003	APRN	1
84101	2003	APRN	1
84102	2003	APRN	15
84103	2003	APRN	15
84104	2003	APRN	5
84105	2003	APRN	9
84106	2003	APRN	8
84107	2003	APRN	16
84108	2003	APRN	13
84109	2003	APRN	10
84110	2003	APRN	1
84111	2003	APRN	10
84112	2003	APRN	23
84113	2003	APRN	28
84114	2003	APRN	2
84115	2003	APRN	4
84116	2003	APRN	4
84117	2003	APRN	13
84118	2003	APRN	2
84119	2003	APRN	4
84120	2003	APRN	12
84121	2003	APRN	10
84122	2003	APRN	1
84123	2003	APRN	15
84124	2003	APRN	22
84132	2003	APRN	31
84134	2003	APRN	1
84142	2003	APRN	1
84143	2003	APRN	11
84148	2003	APRN	23
84190	2003	APRN	2
84302	2003	APRN	1
84321	2003	APRN	8
84322	2003	APRN	1
84335	2003	APRN	1
84337	2003	APRN	2
84341	2003	APRN	5
84401	2003	APRN	5
84403	2003	APRN	19
84404	2003	APRN	2
84405	2003	APRN	6
84408	2003	APRN	1
84410	2003	APRN	1
84414	2003	APRN	1
84501	2003	APRN	2
84511	2003	APRN	2
84513	2003	APRN	1
84518	2003	APRN	1
84520	2003	APRN	1
84532	2003	APRN	4
84535	2003	APRN	1
84601	2003	APRN	7
84602	2003	APRN	4
84603	2003	APRN	4
84604	2003	APRN	23
84606	2003	APRN	1
84624	2003	APRN	3
84627	2003	APRN	1
84634	2003	APRN	1
84647	2003	APRN	1
84648	2003	APRN	3
84651	2003	APRN	4
84653	2003	APRN	4
84654	2003	APRN	1
84660	2003	APRN	2
84701	2003	APRN	1
84720	2003	APRN	10
84737	2003	APRN	1
84741	2003	APRN	1
84746	2003	APRN	1
84759	2003	APRN	3
84761	2003	APRN	1
84765	2003	APRN	1
84767	2003	APRN	1
84770	2003	APRN	6
84778	2003	APRN	1
84780	2003	APRN	1
84783	2003	APRN	1
84784	2003	APRN	3
84790	2003	APRN	7
84003	1998	APRN	12
84010	1998	APRN	11
84015	1998	APRN	1
84017	1998	APRN	1
84020	1998	APRN	2
84025	1998	APRN	5
84026	1998	APRN	1
84029	1998	APRN	1
84032	1998	APRN	3
84040	1998	APRN	4
84041	1998	APRN	9
84044	1998	APRN	5
84047	1998	APRN	5
84050	1998	APRN	1
84054	1998	APRN	1
84056	1998	APRN	1
84057	1998	APRN	2
84058	1998	APRN	2
84060	1998	APRN	3
84062	1998	APRN	3
84065	1998	APRN	3
84066	1998	APRN	2
84067	1998	APRN	2
84068	1998	APRN	4
84070	1998	APRN	1
84074	1998	APRN	5
84078	1998	APRN	5
84082	1998	APRN	1
84084	1998	APRN	2
84088	1998	APRN	12
84092	1998	APRN	4
84093	1998	APRN	1
84094	1998	APRN	7
84097	1998	APRN	2
84098	1998	APRN	6
84101	1998	APRN	2
84102	1998	APRN	17
84103	1998	APRN	21
84104	1998	APRN	7
84105	1998	APRN	9
84106	1998	APRN	7
84107	1998	APRN	14
84108	1998	APRN	5
84109	1998	APRN	7
84110	1998	APRN	1
84111	1998	APRN	11
84112	1998	APRN	12
84113	1998	APRN	29
84114	1998	APRN	1
84115	1998	APRN	10
84116	1998	APRN	3
84117	1998	APRN	10
84118	1998	APRN	4
84119	1998	APRN	11
84120	1998	APRN	7
84121	1998	APRN	10
84123	1998	APRN	6
84124	1998	APRN	19
84132	1998	APRN	27
84133	1998	APRN	1
84143	1998	APRN	4
84148	1998	APRN	20
84170	1998	APRN	1
84190	1998	APRN	1
84302	1998	APRN	2
84307	1998	APRN	1
84312	1998	APRN	1
84321	1998	APRN	4
84332	1998	APRN	1
84335	1998	APRN	1
84337	1998	APRN	2
84340	1998	APRN	1
84341	1998	APRN	3
84401	1998	APRN	7
84403	1998	APRN	16
84404	1998	APRN	6
84405	1998	APRN	6
84408	1998	APRN	1
84414	1998	APRN	3
84501	1998	APRN	2
84513	1998	APRN	1
84520	1998	APRN	1
84523	1998	APRN	1
84532	1998	APRN	5
84535	1998	APRN	1
84601	1998	APRN	6
84602	1998	APRN	5
84603	1998	APRN	3
84604	1998	APRN	16
84605	1998	APRN	1
84606	1998	APRN	4
84624	1998	APRN	1
84634	1998	APRN	1
84647	1998	APRN	1
84648	1998	APRN	3
84651	1998	APRN	8
84653	1998	APRN	1
84654	1998	APRN	1
84660	1998	APRN	3
84663	1998	APRN	3
84701	1998	APRN	2
84713	1998	APRN	2
84719	1998	APRN	1
84720	1998	APRN	8
84735	1998	APRN	1
84741	1998	APRN	1
84759	1998	APRN	2
84761	1998	APRN	2
84770	1998	APRN	3
84784	1998	APRN	3
84790	1998	APRN	7
49233	2003	PH	1
58316	2003	PH	1
79413	2003	PH	1
81321	2003	PH	1
81501	2003	PH	1
81506	2003	PH	1
82937	2003	PH	1
83254	2003	PH	1
83501	2003	PH	1
83704	2003	PH	1
84003	2003	PH	49
84004	2003	PH	4
84006	2003	PH	1
84010	2003	PH	65
84012	2003	PH	1
84014	2003	PH	6
84015	2003	PH	1
84017	2003	PH	1
84020	2003	PH	9
84021	2003	PH	2
84025	2003	PH	3
84026	2003	PH	2
84029	2003	PH	1
84030	2003	PH	1
84032	2003	PH	10
84037	2003	PH	10
84040	2003	PH	12
84041	2003	PH	83
84042	2003	PH	1
84043	2003	PH	1
84044	2003	PH	5
84047	2003	PH	29
84050	2003	PH	2
84051	2003	PH	1
84056	2003	PH	4
84057	2003	PH	42
84058	2003	PH	8
84060	2003	PH	16
84061	2003	PH	2
84062	2003	PH	14
84065	2003	PH	3
84066	2003	PH	12
84067	2003	PH	9
84068	2003	PH	4
84070	2003	PH	15
84074	2003	PH	26
84075	2003	PH	2
84078	2003	PH	10
84087	2003	PH	1
84088	2003	PH	61
84092	2003	PH	3
84093	2003	PH	5
84094	2003	PH	61
84095	2003	PH	8
84097	2003	PH	2
84098	2003	PH	8
84101	2003	PH	4
84102	2003	PH	123
84103	2003	PH	58
84104	2003	PH	5
84105	2003	PH	29
84106	2003	PH	15
84107	2003	PH	155
84108	2003	PH	46
84109	2003	PH	15
84110	2003	PH	2
84111	2003	PH	11
84112	2003	PH	46
84113	2003	PH	96
84114	2003	PH	3
84115	2003	PH	13
84116	2003	PH	11
84117	2003	PH	32
84118	2003	PH	23
84119	2003	PH	17
84120	2003	PH	55
84121	2003	PH	44
84123	2003	PH	23
84124	2003	PH	137
84128	2003	PH	1
84129	2003	PH	1
84131	2003	PH	2
84132	2003	PH	264
84134	2003	PH	1
84143	2003	PH	72
84147	2003	PH	2
84148	2003	PH	46
84150	2003	PH	1
84157	2003	PH	1
84192	2003	PH	1
84302	2003	PH	21
84310	2003	PH	3
84312	2003	PH	1
84319	2003	PH	1
84321	2003	PH	20
84322	2003	PH	2
84332	2003	PH	3
84335	2003	PH	2
84337	2003	PH	4
84341	2003	PH	62
84401	2003	PH	12
84403	2003	PH	133
84404	2003	PH	5
84405	2003	PH	70
84408	2003	PH	2
84409	2003	PH	8
84414	2003	PH	7
84501	2003	PH	27
84511	2003	PH	1
84513	2003	PH	1
84532	2003	PH	10
84534	2003	PH	2
84535	2003	PH	2
84601	2003	PH	23
84602	2003	PH	10
84603	2003	PH	11
84604	2003	PH	133
84605	2003	PH	4
84606	2003	PH	5
84624	2003	PH	4
84627	2003	PH	4
84631	2003	PH	3
84634	2003	PH	8
84642	2003	PH	2
84645	2003	PH	1
84647	2003	PH	2
84648	2003	PH	7
84651	2003	PH	29
84654	2003	PH	1
84655	2003	PH	1
84660	2003	PH	9
84663	2003	PH	9
84701	2003	PH	8
84713	2003	PH	4
84720	2003	PH	23
84737	2003	PH	2
84738	2003	PH	2
84741	2003	PH	4
84751	2003	PH	1
84759	2003	PH	3
84765	2003	PH	2
84770	2003	PH	48
84775	2003	PH	1
84780	2003	PH	1
84790	2003	PH	39
85014	2003	PH	1
85309	2003	PH	1
87131	2003	PH	1
87401	2003	PH	1
90212	2003	PH	1
96819	2003	PH	1
84003	1998	PH	25
84004	1998	PH	3
84007	1998	PH	1
84010	1998	PH	46
84014	1998	PH	1
84015	1998	PH	1
84017	1998	PH	1
84020	1998	PH	6
84022	1998	PH	1
84025	1998	PH	2
84026	1998	PH	1
84027	1998	PH	1
84032	1998	PH	2
84037	1998	PH	9
84040	1998	PH	1
84041	1998	PH	52
84044	1998	PH	3
84047	1998	PH	15
84048	1998	PH	2
84050	1998	PH	1
84051	1998	PH	2
84056	1998	PH	5
84057	1998	PH	17
84058	1998	PH	8
84060	1998	PH	8
84062	1998	PH	5
84064	1998	PH	2
84066	1998	PH	6
84067	1998	PH	7
84068	1998	PH	2
84070	1998	PH	5
84074	1998	PH	6
84075	1998	PH	1
84078	1998	PH	12
84084	1998	PH	2
84088	1998	PH	29
84092	1998	PH	5
84093	1998	PH	7
84094	1998	PH	42
84095	1998	PH	2
84096	1998	PH	1
84097	1998	PH	2
84098	1998	PH	8
84101	1998	PH	1
84102	1998	PH	143
84103	1998	PH	72
84104	1998	PH	3
